StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Y/N,Consent Y/N_DO,Q110,Q110_DO,Mental,Mental_DO,MeditationExp,MeditationExp_DO,FirstLanguage,EngLevel,EngLevel_DO,Ipip1,Ipip2,Ipip3,Ipip4,Ipip5,Ipip6,Ipip7,Ipip8,Ipip9,Ipip10,Ipip11,Ipip12,Ipip13,Ipip14,Ipip15,Ipip16,Ipip17,Ipip18,Ipip19,Ipip20,lock14d_First Click,lock14d_Last Click,lock14d_Page Submit,lock14d_Click Count,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,Stai1,Stai2,Stai3,Stai4,Stai5,Stai6,Stai7,Stai8,Stai9,Stai10,Stai11,Stai12,Stai13,Stai14,Stai15,Stai16,Stai17,Stai18,Stai19,Stai20,Sam1,Sam2,Sam3,Age,Gender,Gender_5_TEXT,Gender_DO,CountryBirth,CountryLive,Student,Student_DO,Univ,Job,FL_158_DO,FL_123_DO,Moderator-Neuroticism_DO,DVs_DO
2022-03-28 03:41:25,2022-03-28 03:41:58,0,100,33,1,2022-03-28 03:41:58,R_0pTWjNI9RCyzL6V,anonymous,QUEE,1,2|1,2,2|1,4,1|4,2,1|2,English,3,3|1|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 04:03:51,2022-03-28 04:04:35,0,100,43,1,2022-03-28 04:04:35,R_1gpSJU2frVt2Uzu,anonymous,QUEE,1,1|2,2,2|1,4,1|4,2,1|2,"English ",3,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 03:45:45,2022-03-28 04:05:21,0,100,1176,1,2022-03-28 04:05:22,R_3Jw7L9QZGOLEPTR,anonymous,QUEE,1,2|1,1,2|1,4,4|1,2,2|1,"English ",3,5|1|2|3,4,3,3,3,4,4,5,4,4,3,4,4,2,2,3,4,4,4,3,2,,,,,0,0,1.013,0,,,,,367.922,704.123,892.288,7,,,,,2,2,1,1,2,1,1,2,1,3,2,1,1,1,3,3,1,4,1,2,5,1,7,19,2,,5|3|6|4|2|1,"Indonesia ","Australia ",2,2|1,"University of Queensland ",,,Condition5b:TheOldMan,NeuroticismIntro|Ipip8|Ipip7|Ipip4|Ipip3|Ipip20|Ipip9|Ipip2|Ipip18|Ipip12|Ipip15|Ipip11|Ipip6|Ipip19|Ipip13|Ipip16|Ipip17|Ipip1|Ipip14|Ipip5|Ipip10,StressIntro|Stai9|Stai1|Stai17|Stai14|Stai5|Stai15|Stai3|Stai7|Stai20|Stai12|Stai4|Stai11|Stai2|Stai19|Stai18|Stai16|Stai13|Stai8|Stai6|Stai10
2022-03-28 03:37:51,2022-03-28 04:08:15,0,100,1824,1,2022-03-28 04:08:15,R_afxuWe6xzIQxitH,anonymous,WURZ,1,1|2,1,1|2,4,4|1,2,2|1,German,2,1|3|5|2,4,1,3,5,2,4,3,2,2,2,2,4,3,2,4,3,5,4,4,4,,,,,,,,,,,,,,,,,,,,,3,3,1,1,3,1,2,4,1,3,3,2,1,2,4,3,1,2,3,3,7,6,8,19,2,,3|1|6|4|2|5,Germany,Germany,2,2|1,"Julius Maximilian Universität Würzburg ",,,,NeuroticismIntro|Ipip18|Ipip12|Ipip9|Ipip4|Ipip6|Ipip7|Ipip19|Ipip3|Ipip20|Ipip1|Ipip11|Ipip17|Ipip15|Ipip2|Ipip14|Ipip8|Ipip16|Ipip5|Ipip10|Ipip13,StressIntro|Stai8|Stai3|Stai4|Stai1|Stai5|Stai10|Stai13|Stai2|Stai11|Stai7|Stai18|Stai20|Stai6|Stai19|Stai14|Stai9|Stai12|Stai17|Stai16|Stai15
2022-03-28 04:08:27,2022-03-28 04:09:19,0,100,52,1,2022-03-28 04:09:19,R_6RRqd0jBBsX807f,anonymous,QUEE,1,1|2,1,1|2,1,4|1,2,2|1,"English ",3,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 04:09:24,2022-03-28 04:28:32,0,100,1147,1,2022-03-28 04:28:32,R_AGvJma0QKnNwrCx,anonymous,QUEE,1,1|2,1,2|1,4,4|1,2,2|1,"English ",3,2|1|3|5,2,4,4,3,5,4,3,5,5,5,3,4,3,4,4,4,3,2,2,4,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,1,1,3,2,4,2,1,1,1,3,3,2,1,2,3,1,3,2,18,2,,2|4|1|3|5|6,"Australia ","Australia ",2,2|1,"University of Queensland ",,,,NeuroticismIntro|Ipip12|Ipip8|Ipip15|Ipip3|Ipip10|Ipip20|Ipip5|Ipip11|Ipip17|Ipip16|Ipip7|Ipip14|Ipip2|Ipip4|Ipip18|Ipip1|Ipip19|Ipip13|Ipip6|Ipip9,StressIntro|Stai9|Stai20|Stai3|Stai5|Stai13|Stai19|Stai11|Stai12|Stai2|Stai6|Stai1|Stai15|Stai10|Stai14|Stai4|Stai8|Stai7|Stai17|Stai16|Stai18
2022-03-28 04:26:46,2022-03-28 04:47:32,0,100,1246,1,2022-03-28 04:47:32,R_1dagDiMwrHnHza1,anonymous,MACQ,1,1|2,1,2|1,4,4|1,2,1|2,"English ",3,1|2|3|5,3,3,3,3,1,3,1,2,2,4,3,4,5,5,4,3,5,5,3,5,,,,,0,0,1.035,0,,,,,12.03,803.055,874.609,3,,,,,4,4,2,1,3,1,1,3,1,4,2,1,2,2,4,4,1,2,4,3,7,4,7,17,1,,6|1|2|3|5|4,"Australia ","Australia ",2,1|2,"Macquarie University ",,,Condition5b:TheOldMan,NeuroticismIntro|Ipip15|Ipip3|Ipip2|Ipip12|Ipip14|Ipip17|Ipip8|Ipip11|Ipip7|Ipip1|Ipip4|Ipip9|Ipip19|Ipip5|Ipip18|Ipip6|Ipip13|Ipip20|Ipip10|Ipip16,StressIntro|Stai10|Stai15|Stai3|Stai12|Stai13|Stai8|Stai17|Stai16|Stai19|Stai1|Stai14|Stai18|Stai7|Stai20|Stai4|Stai2|Stai11|Stai5|Stai6|Stai9
2022-03-28 04:51:58,2022-03-28 04:55:06,0,100,187,1,2022-03-28 04:55:06,R_33eg3JlqwcJhBMG,anonymous,RADB,1,1|2,1,1|2,4,4|1,1,2|1,German,2,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 04:30:48,2022-03-28 04:55:27,0,100,1479,1,2022-03-28 04:55:27,R_3ktTWwLA0ScDR7P,anonymous,RADB,1,1|2,1,2|1,4,1|4,2,1|2,"German ",2,3|5|2|1,2,2,2,4,2,4,2,3,4,2,4,4,2,4,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,4,3,1,1,4,1,1,4,1,4,3,1,1,2,4,3,1,1,3,4,8,3,8,22,2,,2|4|3|5|1|6,Germany,The Netherlands,2,1|2,"Radboud University ",,,,NeuroticismIntro|Ipip13|Ipip12|Ipip9|Ipip8|Ipip19|Ipip1|Ipip2|Ipip17|Ipip4|Ipip14|Ipip15|Ipip7|Ipip16|Ipip5|Ipip20|Ipip10|Ipip18|Ipip3|Ipip6|Ipip11,StressIntro|Stai18|Stai5|Stai1|Stai14|Stai7|Stai9|Stai2|Stai20|Stai8|Stai10|Stai15|Stai4|Stai17|Stai12|Stai16|Stai3|Stai13|Stai11|Stai19|Stai6
2022-03-28 04:58:38,2022-03-28 05:21:36,0,100,1377,1,2022-03-28 05:21:36,R_2xQxRXqzTCja2z2,anonymous,RADB,1,2|1,1,1|2,4,4|1,2,2|1,(Swiss) German,2,5|2|1|3,3,2,2,4,3,3,3,4,3,4,5,3,3,3,3,4,5,4,3,5,,,,,,,,,,,,,,,,,,,,,4,3,1,2,2,1,1,3,1,4,3,1,1,1,4,2,1,1,2,4,8,4,7,23,2,,1|3|2|4|5|6,Switzerland,The Netherlands,2,2|1,Radboud University of Nijmegen,,,,NeuroticismIntro|Ipip10|Ipip12|Ipip5|Ipip20|Ipip11|Ipip9|Ipip18|Ipip7|Ipip15|Ipip2|Ipip6|Ipip4|Ipip1|Ipip14|Ipip19|Ipip16|Ipip13|Ipip8|Ipip17|Ipip3,StressIntro|Stai14|Stai18|Stai13|Stai15|Stai4|Stai10|Stai6|Stai1|Stai12|Stai8|Stai5|Stai3|Stai16|Stai20|Stai7|Stai9|Stai17|Stai2|Stai19|Stai11
2022-03-28 05:25:08,2022-03-28 05:26:29,0,100,81,1,2022-03-28 05:26:29,R_3hGQPyMviqwXsp3,anonymous,LIME,1,1|2,1,1|2,1,1|4,2,2|1,english,3,5|2|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 05:25:46,2022-03-28 05:26:41,0,100,54,1,2022-03-28 05:26:41,R_3dFCPk2NP6RNoPk,anonymous,RADB,1,1|2,1,1|2,4,1|4,1,2|1,german,2,2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 05:26:48,2022-03-28 05:27:07,0,100,19,1,2022-03-28 05:27:07,R_2SqKmAhXWR52NaJ,anonymous,RADB,1,1|2,2,1|2,4,1|4,1,2|1,german,2,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 05:52:32,2022-03-28 05:54:04,0,100,91,1,2022-03-28 05:54:04,R_2wAiu3anpyYGETz,anonymous,WURZ,1,1|2,2,1|2,4,4|1,2,1|2,german,2,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 06:04:07,2022-03-28 06:10:39,0,100,391,1,2022-03-28 06:10:39,R_3ES8uP2VXQSxtwR,anonymous,SEEB,1,2|1,1,2|1,4,4|1,2,2|1,German,5,5|2|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 06:22:48,2022-03-28 06:26:12,0,100,204,1,2022-03-28 06:26:12,R_2V30aIiEuSrco1S,anonymous,RADB,1,1|2,2,2|1,4,1|4,2,1|2,Dutch,5,1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 06:27:26,2022-03-28 06:29:06,0,100,99,1,2022-03-28 06:29:06,R_1Imyx0voP8B1pFM,anonymous,RADB,1,2|1,1,1|2,4,1|4,2,2|1,Dutch,5,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 06:29:09,2022-03-28 06:30:01,0,100,52,1,2022-03-28 06:30:01,R_2Vz58IKKYaX7V8H,anonymous,RADB,1,2|1,1,2|1,4,4|1,2,1|2,Dutch,5,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 06:10:44,2022-03-28 06:32:54,0,100,1330,1,2022-03-28 06:32:55,R_3M0rmQ8abGhfUZL,anonymous,SEEB,1,2|1,1,1|2,4,4|1,2,2|1,German,2,3|1|2|5,1,1,1,3,1,4,2,3,1,3,3,5,1,3,5,5,4,4,4,1,897.755,897.755,906.11,1,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,9,2,7,22,2,,1|5|3|2|6|4,Austria,Austria,2,2|1,FH Steyr,,,,NeuroticismIntro|Ipip19|Ipip5|Ipip6|Ipip9|Ipip12|Ipip4|Ipip7|Ipip16|Ipip10|Ipip18|Ipip2|Ipip14|Ipip8|Ipip1|Ipip17|Ipip20|Ipip11|Ipip3|Ipip13|Ipip15,StressIntro|Stai13|Stai7|Stai11|Stai8|Stai14|Stai9|Stai12|Stai18|Stai15|Stai1|Stai4|Stai6|Stai10|Stai17|Stai20|Stai16|Stai2|Stai19|Stai3|Stai5
2022-03-28 02:40:34,2022-03-28 06:33:28,0,100,13974,1,2022-03-28 06:33:28,R_3HHwrezvEGxrfaf,anonymous,RADB,1,1|2,1,1|2,4,1|4,1,2|1,Turkish,5,1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 06:16:55,2022-03-28 06:37:01,0,100,1206,1,2022-03-28 06:37:02,R_1j7FCUxi001HxO0,anonymous,RADB,1,2|1,1,1|2,4,4|1,2,1|2,German,2,1|3|2|5,2,2,2,3,2,4,4,4,4,4,4,3,3,2,4,2,4,2,2,4,,,,,,,,,,,,,,,,,,,,,4,4,1,1,3,1,1,4,2,3,3,1,1,3,3,4,1,1,2,4,7,5,6,21,2,,5|4|1|2|3|6,Germany,"Netherlands ",2,1|2,Radboud University,,,,NeuroticismIntro|Ipip15|Ipip4|Ipip9|Ipip1|Ipip14|Ipip8|Ipip12|Ipip11|Ipip7|Ipip16|Ipip2|Ipip17|Ipip20|Ipip19|Ipip10|Ipip3|Ipip13|Ipip18|Ipip5|Ipip6,StressIntro|Stai15|Stai9|Stai14|Stai11|Stai8|Stai20|Stai5|Stai17|Stai4|Stai13|Stai19|Stai3|Stai12|Stai16|Stai7|Stai2|Stai1|Stai6|Stai10|Stai18
2022-03-28 06:20:03,2022-03-28 06:38:38,0,100,1114,1,2022-03-28 06:38:39,R_2pXedaBo4Ey0p8d,anonymous,NEWF,1,2|1,1,1|2,4,4|1,2,2|1,English,3,3|5|1|2,2,1,2,2,1,4,4,2,4,4,2,4,2,2,5,4,4,2,4,5,,,,,,,,,,,,,,,,,,,,,4,3,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,4,4,9,1,9,19,2,,3|1|2|4|5|6,Canada,Canada,2,1|2,"Memorial University of Newfoundland ",,,,NeuroticismIntro|Ipip1|Ipip10|Ipip12|Ipip7|Ipip14|Ipip11|Ipip4|Ipip3|Ipip9|Ipip15|Ipip16|Ipip20|Ipip2|Ipip17|Ipip6|Ipip18|Ipip5|Ipip8|Ipip13|Ipip19,StressIntro|Stai6|Stai12|Stai9|Stai8|Stai2|Stai7|Stai11|Stai13|Stai10|Stai15|Stai4|Stai19|Stai18|Stai14|Stai1|Stai20|Stai5|Stai16|Stai3|Stai17
2022-03-28 06:23:16,2022-03-28 06:43:15,0,100,1198,1,2022-03-28 06:43:15,R_5hIBMg0Azp4Bha9,anonymous,RADB,1,1|2,1,2|1,4,4|1,2,2|1,Dutch,2,1|2|5|3,3,2,3,4,4,4,3,5,4,5,3,4,2,2,3,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,2,2,3,1,3,3,1,2,1,2,3,2,1,3,3,6,3,7,18,2,,3|6|1|2|4|5,Netherlands,Netherlands,2,1|2,Radboud,,,,NeuroticismIntro|Ipip19|Ipip9|Ipip17|Ipip15|Ipip16|Ipip8|Ipip20|Ipip3|Ipip10|Ipip14|Ipip4|Ipip12|Ipip1|Ipip2|Ipip6|Ipip5|Ipip7|Ipip13|Ipip18|Ipip11,StressIntro|Stai14|Stai13|Stai1|Stai16|Stai3|Stai5|Stai2|Stai10|Stai7|Stai17|Stai19|Stai8|Stai12|Stai15|Stai6|Stai11|Stai4|Stai18|Stai9|Stai20
2022-03-28 06:45:48,2022-03-28 06:46:51,0,100,62,1,2022-03-28 06:46:51,R_28AKOJkvZgV7x1z,anonymous,WURZ,1,1|2,2,1|2,4,1|4,2,1|2,German,2,1|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 06:30:04,2022-03-28 06:52:17,0,100,1333,1,2022-03-28 06:52:17,R_22rEsLBLFJ7V5UC,anonymous,RADB,1,1|2,1,2|1,4,4|1,2,1|2,Dutch,2,5|1|3|2,2,1,2,2,2,4,2,2,3,3,4,5,3,3,4,4,5,4,5,5,,,,,,,,,,,,,,,,,,,,,3,4,1,1,4,1,2,4,1,4,3,1,1,1,4,4,2,1,4,4,7,2,6,21,1,,4|5|3|2|1|6,Netherlands,Netherlands,2,1|2,Radboud University,,,,NeuroticismIntro|Ipip20|Ipip10|Ipip8|Ipip3|Ipip17|Ipip11|Ipip19|Ipip9|Ipip5|Ipip12|Ipip13|Ipip6|Ipip2|Ipip1|Ipip14|Ipip7|Ipip16|Ipip18|Ipip4|Ipip15,StressIntro|Stai16|Stai13|Stai17|Stai15|Stai5|Stai9|Stai18|Stai19|Stai3|Stai20|Stai8|Stai12|Stai1|Stai11|Stai6|Stai10|Stai7|Stai2|Stai14|Stai4
2022-03-28 06:48:19,2022-03-28 06:52:22,0,100,243,1,2022-03-28 06:52:23,R_2Vl8AQqqA4Ifk9i,anonymous,RADB,1,2|1,1,2|1,4,4|1,2,1|2,Dutch,5,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 05:57:16,2022-03-28 07:05:23,0,100,4087,1,2022-03-28 07:05:23,R_RJpWC8JUxLX1Zmx,anonymous,WURZ,1,1|2,1,1|2,4,4|1,2,1|2,German,2,3|1|5|2,3,2,2,2,2,2,2,2,1,2,4,4,4,2,4,2,4,4,4,4,9.897,957.249,958.065,2,,,,,,,,,,,,,,,,,4,4,1,1,3,1,1,4,1,4,3,1,2,1,4,4,1,1,3,4,8,5,6,19,2,,5|4|6|1|2|3,Germany,Germany,2,1|2,"Julius-Maximilians-Universität Würzburg ",,,,NeuroticismIntro|Ipip17|Ipip4|Ipip16|Ipip5|Ipip7|Ipip14|Ipip1|Ipip6|Ipip2|Ipip11|Ipip3|Ipip18|Ipip13|Ipip9|Ipip20|Ipip10|Ipip15|Ipip12|Ipip19|Ipip8,StressIntro|Stai15|Stai18|Stai16|Stai1|Stai6|Stai4|Stai9|Stai20|Stai7|Stai2|Stai11|Stai19|Stai8|Stai12|Stai10|Stai17|Stai3|Stai5|Stai14|Stai13
2022-03-28 07:10:46,2022-03-28 07:15:22,0,100,276,1,2022-03-28 07:15:22,R_1rpOBYeq2x3Ysou,anonymous,RADB,1,2|1,2,2|1,4,1|4,2,2|1,"Dutch ",5,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 07:15:33,2022-03-28 07:16:40,0,100,66,1,2022-03-28 07:16:40,R_3EywSe1MvZy1Udi,anonymous,RADB,1,1|2,2,2|1,4,4|1,2,2|1,Dutch,2,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 07:55:17,2022-03-28 08:19:38,0,100,1460,1,2022-03-28 08:19:38,R_1AhNunVx6nZBjdT,anonymous,GOLD,1,2|1,1,1|2,4,1|4,2,2|1,"Bengali ",2,1|2|5|3,4,5,3,4,5,4,5,5,5,4,2,3,2,2,2,2,4,2,2,2,,,,,0,0,1.009,0,0,0,909.022,0,,,,,,,,,3,3,1,1,4,1,1,3,1,3,3,1,1,1,3,2,1,1,4,3,7,4,7,23,2,,2|4|6|1|3|5,"Bangladesh ",United Kingdom,2,1|2,"Goldsmith, University of London ",,,Condition5a:Silverview,NeuroticismIntro|Ipip4|Ipip19|Ipip8|Ipip16|Ipip15|Ipip12|Ipip10|Ipip6|Ipip3|Ipip2|Ipip13|Ipip5|Ipip7|Ipip20|Ipip9|Ipip11|Ipip14|Ipip1|Ipip18|Ipip17,StressIntro|Stai1|Stai16|Stai2|Stai7|Stai14|Stai3|Stai15|Stai12|Stai6|Stai5|Stai10|Stai9|Stai4|Stai11|Stai13|Stai19|Stai20|Stai18|Stai8|Stai17
2022-03-28 08:17:45,2022-03-28 08:20:00,0,100,134,1,2022-03-28 08:20:00,R_2rxfzB7QaXexOSg,anonymous,LIME,1,1|2,2,2|1,4,1|4,2,2|1,english,1,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 08:20:06,2022-03-28 08:21:04,0,100,58,1,2022-03-28 08:21:05,R_2zi3XTwxypd6fLh,anonymous,LIME,1,1|2,1,2|1,4,1|4,2,1|2,english,1,2|5|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 08:34:20,2022-03-28 08:38:06,0,100,225,1,2022-03-28 08:38:06,R_1jURKUc65AuMGfn,anonymous,RADB,1,1|2,2,1|2,4,1|4,1,1|2,German,2,5|2|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 08:39:20,2022-03-28 08:41:25,0,100,124,1,2022-03-28 08:41:25,R_3etaP1szusfLl1V,anonymous,RADB,1,2|1,1,2|1,4,1|4,2,1|2,Croatian,5,2|5|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 08:41:52,2022-03-28 08:42:50,0,100,57,1,2022-03-28 08:42:50,R_2V4LItzPqKxPRp0,anonymous,RADB,1,1|2,1,1|2,1,4|1,2,1|2,Croatian,2,1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 08:25:44,2022-03-28 08:46:02,0,100,1218,1,2022-03-28 08:46:02,R_3rzskV1XxlNbwxr,anonymous,CALI,1,2|1,1,1|2,4,4|1,2,1|2,"English ",3,3|1|5|2,3,2,2,2,2,4,2,3,3,4,3,3,1,5,3,4,4,3,4,5,,,,,,,,,,,,,,,,,,,,,3,2,1,2,2,1,2,2,1,3,3,1,4,2,3,2,1,3,3,2,6,4,6,18,1,,6|2|1|4|3|5,United States,United States,2,2|1,"California University of Pennsylvania ",,,,NeuroticismIntro|Ipip15|Ipip14|Ipip16|Ipip1|Ipip4|Ipip10|Ipip6|Ipip2|Ipip17|Ipip9|Ipip13|Ipip20|Ipip5|Ipip12|Ipip19|Ipip7|Ipip8|Ipip11|Ipip18|Ipip3,StressIntro|Stai5|Stai19|Stai13|Stai9|Stai16|Stai7|Stai15|Stai12|Stai8|Stai18|Stai3|Stai2|Stai4|Stai17|Stai6|Stai11|Stai10|Stai1|Stai20|Stai14
2022-03-28 08:51:21,2022-03-28 08:52:41,0,100,80,1,2022-03-28 08:52:42,R_2uxgP1bKeO6YtEO,anonymous,IDAH,1,2|1,1,2|1,4,4|1,1,1|2,English,3,2|1|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 01:48:34,2022-03-28 08:58:39,0,100,25805,1,2022-03-28 08:58:39,R_31BEAwcwBdav8bB,anonymous,ILLI,1,1|2,1,1|2,4,4|1,2,2|1,"English ",3,5|3|2|1,3,3,3,2,2,4,1,3,3,4,3,2,4,4,3,4,2,4,3,3,,,,,0,0,1.038,0,,,,,,,,,0.321,920.717,922.229,2,2,2,2,2,2,1,1,1,1,3,2,1,1,1,2,1,2,1,1,2,5,3,5,18,1,,3|1|4|6|2|5,"United States ","United States ",2,2|1,"Southern Illinois University ",,,Condition5c:Smith,NeuroticismIntro|Ipip16|Ipip11|Ipip4|Ipip10|Ipip2|Ipip6|Ipip19|Ipip9|Ipip14|Ipip8|Ipip20|Ipip7|Ipip12|Ipip3|Ipip18|Ipip1|Ipip5|Ipip13|Ipip17|Ipip15,StressIntro|Stai10|Stai12|Stai17|Stai11|Stai20|Stai3|Stai1|Stai7|Stai5|Stai13|Stai16|Stai9|Stai19|Stai8|Stai15|Stai2|Stai4|Stai6|Stai18|Stai14
2022-03-28 08:42:55,2022-03-28 09:06:52,0,100,1436,1,2022-03-28 09:06:52,R_rjBx59xUhIP7v0Z,anonymous,RADB,1,2|1,1,1|2,4,4|1,2,2|1,Croatian,2,5|1|2|3,3,4,3,2,4,5,2,4,4,4,3,3,2,2,3,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,3,2,2,1,2,1,2,3,1,3,2,1,1,1,2,3,2,1,2,3,4,5,7,19,2,,2|4|6|5|1|3,Croatia,The Netherlands,2,2|1,Radboud University,,,,NeuroticismIntro|Ipip6|Ipip4|Ipip13|Ipip15|Ipip1|Ipip20|Ipip11|Ipip10|Ipip18|Ipip3|Ipip7|Ipip5|Ipip14|Ipip12|Ipip19|Ipip2|Ipip16|Ipip9|Ipip8|Ipip17,StressIntro|Stai13|Stai9|Stai18|Stai7|Stai2|Stai3|Stai12|Stai16|Stai4|Stai17|Stai10|Stai20|Stai8|Stai6|Stai15|Stai5|Stai14|Stai11|Stai19|Stai1
2022-03-28 09:13:13,2022-03-28 09:15:05,0,100,112,1,2022-03-28 09:15:05,R_7861XinjedfbJYZ,anonymous,IDAH,1,1|2,1,2|1,4,1|4,1,2|1,English,5,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 09:17:30,2022-03-28 09:19:16,0,100,106,1,2022-03-28 09:19:16,R_2rqFJ6GqxoMvd71,anonymous,IDAH,1,1|2,2,2|1,4,4|1,1,2|1,English,3,2|1|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 09:29:01,2022-03-28 09:31:24,0,100,142,1,2022-03-28 09:31:24,R_22QtyE008bO0hVi,anonymous,SUNY,1,2|1,2,1|2,4,1|4,2,2|1,English,3,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28 09:38:10,2022-03-28 09:39:01,0,100,50,1,2022-03-28 09:39:01,R_2QfIZmh8lxOpUjQ,anonymous,ILLI,1,2|1,1,2|1,4,1|4,2,2|1,"English ",5,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
